Original_ID	Original_Description	Mapping	Original_Index	Cluster_Center_Boolean	MetaGeneSet	MetaGeneSet_Description
ENSG00000073921	PICALM PPI subnetwork	297	5706	False	GO:0030118	clathrin coat
GO:0048475	coated membrane	297	3601	False	GO:0030118	clathrin coat
GO:0030276	clathrin binding	297	2821	False	GO:0030118	clathrin coat
ENSG00000157191	NECAP2 PPI subnetwork	297	5321	False	GO:0030118	clathrin coat
ENSG00000089818	NECAP1 PPI subnetwork	297	9376	False	GO:0030118	clathrin coat
GO:0030131	clathrin adaptor complex	297	3727	False	GO:0030118	clathrin coat
GO:0030119	AP-type membrane coat adaptor complex	297	3703	False	GO:0030118	clathrin coat
ENSG00000024422	EHD2 PPI subnetwork	297	9298	False	GO:0030118	clathrin coat
GO:0030118	clathrin coat	297	3706	True	GO:0030118	clathrin coat
GO:0030117	membrane coat	297	3705	False	GO:0030118	clathrin coat
REACTOME_RECYCLING_PATHWAY_OF_L1	REACTOME_RECYCLING_PATHWAY_OF_L1	298	3993	False	GO:0030132	clathrin coat of coated pit
GO:0030669	clathrin-coated endocytic vesicle membrane	298	3589	False	GO:0030132	clathrin coat of coated pit
GO:0030132	clathrin coat of coated pit	298	3728	True	GO:0030132	clathrin coat of coated pit
REACTOME_GAP_JUNCTION_DEGRADATION	REACTOME_GAP_JUNCTION_DEGRADATION	298	4662	False	GO:0030132	clathrin coat of coated pit
GO:0005905	coated pit	298	3829	False	GO:0030132	clathrin coat of coated pit
GO:0030125	clathrin vesicle coat	298	3710	False	GO:0030132	clathrin coat of coated pit
GO:0030128	clathrin coat of endocytic vesicle	298	3715	False	GO:0030132	clathrin coat of coated pit
GO:0045334	clathrin-coated endocytic vesicle	298	3512	False	GO:0030132	clathrin coat of coated pit
ENSG00000140022	STON2 PPI subnetwork	298	10274	False	GO:0030132	clathrin coat of coated pit
ENSG00000167880	EVPL PPI subnetwork	299	10628	False	GO:0001533	cornified envelope
GO:0030855	epithelial cell differentiation	299	11820	False	GO:0001533	cornified envelope
GO:0005200	structural constituent of cytoskeleton	299	3356	False	GO:0001533	cornified envelope
ENSG00000164168	TMEM184C PPI subnetwork	299	4988	False	GO:0001533	cornified envelope
GO:0001786	phosphatidylserine binding	299	2880	False	GO:0001533	cornified envelope
ENSG00000163207	IVL PPI subnetwork	299	10485	False	GO:0001533	cornified envelope
GO:0001533	cornified envelope	299	3734	True	GO:0001533	cornified envelope
GO:0009913	epidermal cell differentiation	299	11525	False	GO:0001533	cornified envelope
ENSG00000121552	CSTA PPI subnetwork	299	5361	False	GO:0001533	cornified envelope
GO:0031424	keratinization	299	13844	False	GO:0001533	cornified envelope
GO:0030216	keratinocyte differentiation	299	11246	False	GO:0001533	cornified envelope
GO:0016755	transferase activity, transferring amino-acyl groups	299	2674	False	GO:0001533	cornified envelope
GO:0018149	peptide cross-linking	299	11244	False	GO:0001533	cornified envelope
ENSG00000105698	USF2 PPI subnetwork	299	6925	False	GO:0001533	cornified envelope
GO:0014069	postsynaptic density	300	3571	False	GO:0044309	neuron spine
ENSG00000161681	SHANK1 PPI subnetwork	300	6863	False	GO:0044309	neuron spine
ENSG00000161835	GRASP PPI subnetwork	300	6101	False	GO:0044309	neuron spine
GO:0035254	glutamate receptor binding	300	3167	False	GO:0044309	neuron spine
ENSG00000159788	RGS12 PPI subnetwork	300	6499	False	GO:0044309	neuron spine
ENSG00000150672	DLG2 PPI subnetwork	300	6202	False	GO:0044309	neuron spine
ENSG00000184845	DRD1 PPI subnetwork	300	10216	False	GO:0044309	neuron spine
ENSG00000113645	WWC1 PPI subnetwork	300	7523	False	GO:0044309	neuron spine
ENSG00000152413	HOMER1 PPI subnetwork	300	5911	False	GO:0044309	neuron spine
MP:0002065	abnormal fear/anxiety-related behavior	300	337	False	GO:0044309	neuron spine
MP:0002573	behavioral despair	300	2438	False	GO:0044309	neuron spine
GO:0032589	neuron projection membrane	300	3613	False	GO:0044309	neuron spine
MP:0004077	abnormal striatum morphology	300	2375	False	GO:0044309	neuron spine
GO:0043198	dendritic shaft	300	3940	False	GO:0044309	neuron spine
GO:0030425	dendrite	300	3506	False	GO:0044309	neuron spine
GO:0032279	asymmetric synapse	300	3902	False	GO:0044309	neuron spine
GO:0060076	excitatory synapse	300	3627	False	GO:0044309	neuron spine
GO:0043197	dendritic spine	300	3937	False	GO:0044309	neuron spine
ENSG00000187391	MAGI2 PPI subnetwork	300	5551	False	GO:0044309	neuron spine
MP:0009754	enhanced behavioral response to cocaine	300	1940	False	GO:0044309	neuron spine
GO:0044309	neuron spine	300	3741	True	GO:0044309	neuron spine
GO:0044327	dendritic spine head	300	3679	False	GO:0044309	neuron spine
ENSG00000152208	GRID2 PPI subnetwork	300	8580	False	GO:0044309	neuron spine
ENSG00000075711	DLG1 PPI subnetwork	300	7536	False	GO:0044309	neuron spine
GO:0035255	ionotropic glutamate receptor binding	300	3166	False	GO:0044309	neuron spine
GO:0005578	proteinaceous extracellular matrix	301	3911	False	GO:0031012	extracellular matrix
ENSG00000136999	NOV PPI subnetwork	301	7332	False	GO:0031012	extracellular matrix
GO:0031012	extracellular matrix	301	3742	True	GO:0031012	extracellular matrix
GO:0001968	fibronectin binding	301	3079	False	GO:0031012	extracellular matrix
GO:0043062	extracellular structure organization	301	12496	False	GO:0031012	extracellular matrix
MP:0005543	corneal thinning	301	747	False	GO:0031012	extracellular matrix
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	301	28	False	GO:0031012	extracellular matrix
GO:0030198	extracellular matrix organization	301	11360	False	GO:0031012	extracellular matrix
ENSG00000137801	THBS1 PPI subnetwork	301	5852	False	GO:0031012	extracellular matrix
ENSG00000049323	LTBP1 PPI subnetwork	301	7889	False	GO:0031012	extracellular matrix
ENSG00000077942	FBLN1 PPI subnetwork	301	8736	False	GO:0031012	extracellular matrix
MP:0004220	abnormal peripheral nervous system regeneration	301	742	False	GO:0031012	extracellular matrix
ENSG00000182492	BGN PPI subnetwork	301	8874	False	GO:0031012	extracellular matrix
ENSG00000049540	ELN PPI subnetwork	301	7725	False	GO:0031012	extracellular matrix
GO:0005518	collagen binding	301	2955	False	GO:0031012	extracellular matrix
MP:0001264	increased body size	301	1964	False	GO:0031012	extracellular matrix
GO:0005581	collagen	301	3898	False	GO:0031012	extracellular matrix
ENSG00000011465	DCN PPI subnetwork	301	9671	False	GO:0031012	extracellular matrix
GO:0044420	extracellular matrix part	301	3897	False	GO:0031012	extracellular matrix
MP:0005595	abnormal vascular smooth muscle physiology	301	2446	False	GO:0031012	extracellular matrix
GO:0030934	anchoring collagen	301	3952	False	GO:0031012	extracellular matrix
GO:0019838	growth factor binding	301	3237	False	GO:0031012	extracellular matrix
ENSG00000166147	FBN1 PPI subnetwork	301	9852	False	GO:0031012	extracellular matrix
MP:0004148	increased compact bone thickness	301	413	False	GO:0031012	extracellular matrix
ENSG00000142798	HSPG2 PPI subnetwork	301	6015	False	GO:0031012	extracellular matrix
ENSG00000115414	FN1 PPI subnetwork	301	6941	False	GO:0031012	extracellular matrix
GO:0005614	interstitial matrix	301	3591	False	GO:0031012	extracellular matrix
ENSG00000163453	IGFBP7 PPI subnetwork	301	9821	False	GO:0031012	extracellular matrix
ENSG00000150938	CRIM1 PPI subnetwork	301	10515	False	GO:0031012	extracellular matrix
ENSG00000132464	ENAM PPI subnetwork	301	5419	False	GO:0031012	extracellular matrix
MP:0001792	impaired wound healing	301	664	False	GO:0031012	extracellular matrix
GO:0005201	extracellular matrix structural constituent	301	3357	False	GO:0031012	extracellular matrix
ENSG00000139219	COL2A1 PPI subnetwork	301	8889	False	GO:0031012	extracellular matrix
ENSG00000087303	NID2 PPI subnetwork	301	8700	False	GO:0031012	extracellular matrix
GO:0000002	mitochondrial genome maintenance	302	13892	False	GO:0042645	mitochondrial nucleoid
GO:0009295	nucleoid	302	3788	False	GO:0042645	mitochondrial nucleoid
GO:0000959	mitochondrial RNA metabolic process	302	12379	False	GO:0042645	mitochondrial nucleoid
ENSG00000166855	CLPX PPI subnetwork	302	8191	False	GO:0042645	mitochondrial nucleoid
ENSG00000144182	LIPT1 PPI subnetwork	302	9393	False	GO:0042645	mitochondrial nucleoid
ENSG00000168906	MAT2A PPI subnetwork	302	8698	False	GO:0042645	mitochondrial nucleoid
GO:0042645	mitochondrial nucleoid	302	3744	True	GO:0042645	mitochondrial nucleoid
ENSG00000214517	PPME1 PPI subnetwork	303	5531	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000078304	PPP2R5C PPI subnetwork	303	8091	False	GO:0000159	protein phosphatase type 2A complex
REACTOME_BETA:CATENIN_PHOSPHORYLATION_CASCADE	REACTOME_BETA:CATENIN_PHOSPHORYLATION_CASCADE	303	4316	False	GO:0000159	protein phosphatase type 2A complex
REACTOME_PLATELET_SENSITIZATION_BY_LDL	REACTOME_PLATELET_SENSITIZATION_BY_LDL	303	4568	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000066027	PPP2R5A PPI subnetwork	303	5354	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000105568	PPP2R1A PPI subnetwork	303	8023	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000213465	ARL2 PPI subnetwork	303	9464	False	GO:0000159	protein phosphatase type 2A complex
GO:0008287	protein serine/threonine phosphatase complex	303	3725	False	GO:0000159	protein phosphatase type 2A complex
GO:0000159	protein phosphatase type 2A complex	303	3746	True	GO:0000159	protein phosphatase type 2A complex
ENSG00000073711	PPP2R3A PPI subnetwork	303	10443	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000119383	PPP2R4 PPI subnetwork	303	5612	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000137713	PPP2R1B PPI subnetwork	303	6178	False	GO:0000159	protein phosphatase type 2A complex
GO:0008601	protein phosphatase type 2A regulator activity	303	2742	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000112640	PPP2R5D PPI subnetwork	303	6660	False	GO:0000159	protein phosphatase type 2A complex
ENSG00000086589	RBM22 PPI subnetwork	303	6279	False	GO:0000159	protein phosphatase type 2A complex
GO:0015643	toxin binding	304	2992	False	GO:0042613	MHC class II protein complex
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	304	111	False	GO:0042613	MHC class II protein complex
GO:0005771	multivesicular body	304	3817	False	GO:0042613	MHC class II protein complex
GO:0002577	regulation of antigen processing and presentation	304	13873	False	GO:0042613	MHC class II protein complex
GO:0002579	positive regulation of antigen processing and presentation	304	13871	False	GO:0042613	MHC class II protein complex
GO:0019884	antigen processing and presentation of exogenous antigen	304	14158	False	GO:0042613	MHC class II protein complex
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	304	14066	False	GO:0042613	MHC class II protein complex
REACTOME_DOWNSTREAM_TCR_SIGNALING	REACTOME_DOWNSTREAM_TCR_SIGNALING	304	4334	False	GO:0042613	MHC class II protein complex
GO:0042611	MHC protein complex	304	3756	False	GO:0042613	MHC class II protein complex
GO:0042605	peptide antigen binding	304	2776	False	GO:0042613	MHC class II protein complex
GO:0002478	antigen processing and presentation of exogenous peptide antigen	304	14075	False	GO:0042613	MHC class II protein complex
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	304	13640	False	GO:0042613	MHC class II protein complex
ENSG00000090382	LYZ PPI subnetwork	304	7920	False	GO:0042613	MHC class II protein complex
GO:0042613	MHC class II protein complex	304	3757	True	GO:0042613	MHC class II protein complex
ENSG00000012223	LTF PPI subnetwork	304	10298	False	GO:0042613	MHC class II protein complex
ENSG00000114125	RNF7 PPI subnetwork	305	5595	False	GO:0031461	cullin-RING ubiquitin ligase complex
GO:0019005	SCF ubiquitin ligase complex	305	3513	False	GO:0031461	cullin-RING ubiquitin ligase complex
ENSG00000153561	RMND5A PPI subnetwork	305	10675	False	GO:0031461	cullin-RING ubiquitin ligase complex
GO:0080008	CUL4 RING ubiquitin ligase complex	305	3785	False	GO:0031461	cullin-RING ubiquitin ligase complex
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	305	11687	False	GO:0031461	cullin-RING ubiquitin ligase complex
GO:0000151	ubiquitin ligase complex	305	3930	False	GO:0031461	cullin-RING ubiquitin ligase complex
GO:0031461	cullin-RING ubiquitin ligase complex	305	3759	True	GO:0031461	cullin-RING ubiquitin ligase complex
GO:0045495	pole plasm	306	3761	True	GO:0045495	pole plasm
GO:0035770	ribonucleoprotein granule	306	3691	False	GO:0045495	pole plasm
MP:0006379	abnormal spermatocyte morphology	306	1741	False	GO:0045495	pole plasm
MP:0001125	abnormal oocyte morphology	306	767	False	GO:0045495	pole plasm
MP:0003698	abnormal male reproductive system physiology	306	1733	False	GO:0045495	pole plasm
GO:0060293	germ plasm	306	3663	False	GO:0045495	pole plasm
GO:0043186	P granule	306	3896	False	GO:0045495	pole plasm
ENSG00000143768	LEFTY2 PPI subnetwork	307	7647	False	GO:0071564	npBAF complex
ENSG00000169057	MECP2 PPI subnetwork	307	7806	False	GO:0071564	npBAF complex
ENSG00000102145	GATA1 PPI subnetwork	307	6584	False	GO:0071564	npBAF complex
ENSG00000110987	BCL7A PPI subnetwork	307	4815	False	GO:0071564	npBAF complex
ENSG00000141380	SS18 PPI subnetwork	307	6763	False	GO:0071564	npBAF complex
GO:0016514	SWI/SNF complex	307	3643	False	GO:0071564	npBAF complex
ENSG00000106006	HOXA6 PPI subnetwork	307	6027	False	GO:0071564	npBAF complex
ENSG00000108604	SMARCD2 PPI subnetwork	307	7866	False	GO:0071564	npBAF complex
ENSG00000073584	SMARCE1 PPI subnetwork	307	6354	False	GO:0071564	npBAF complex
ENSG00000130024	PHF10 PPI subnetwork	307	9591	False	GO:0071564	npBAF complex
GO:0071564	npBAF complex	307	3769	True	GO:0071564	npBAF complex
ENSG00000077097	TOP2B PPI subnetwork	307	5846	False	GO:0071564	npBAF complex
ENSG00000009954	BAZ1B PPI subnetwork	307	9064	False	GO:0071564	npBAF complex
ENSG00000105610	KLF1 PPI subnetwork	307	6507	False	GO:0071564	npBAF complex
ENSG00000078403	MLLT10 PPI subnetwork	307	9663	False	GO:0071564	npBAF complex
GO:0071565	nBAF complex	307	3768	False	GO:0071564	npBAF complex
ENSG00000189079	ARID2 PPI subnetwork	307	7476	False	GO:0071564	npBAF complex
ENSG00000166164	BRD7 PPI subnetwork	307	8919	False	GO:0071564	npBAF complex
GO:0070603	SWI/SNF-type complex	307	3925	False	GO:0071564	npBAF complex
GO:0045178	basal part of cell	308	3739	False	GO:0009925	basal plasma membrane
GO:0009925	basal plasma membrane	308	3775	True	GO:0009925	basal plasma membrane
ENSG00000136270	TBRG4 PPI subnetwork	308	9322	False	GO:0009925	basal plasma membrane
ENSG00000065618	COL17A1 PPI subnetwork	308	9848	False	GO:0009925	basal plasma membrane
GO:0045296	cadherin binding	309	3483	False	GO:0005912	adherens junction
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION	309	122	False	GO:0005912	adherens junction
ENSG00000163629	PTPN13 PPI subnetwork	309	7543	False	GO:0005912	adherens junction
ENSG00000140682	TGFB1I1 PPI subnetwork	309	8885	False	GO:0005912	adherens junction
MP:0003566	abnormal cell adhesion	309	2508	False	GO:0005912	adherens junction
ENSG00000123159	GIPC1 PPI subnetwork	309	9068	False	GO:0005912	adherens junction
ENSG00000008710	PKD1 PPI subnetwork	309	4799	False	GO:0005912	adherens junction
GO:0030055	cell-substrate junction	309	3887	False	GO:0005912	adherens junction
ENSG00000137693	YAP1 PPI subnetwork	309	8280	False	GO:0005912	adherens junction
ENSG00000179776	CDH5 PPI subnetwork	309	4753	False	GO:0005912	adherens junction
GO:0005925	focal adhesion	309	3863	False	GO:0005912	adherens junction
GO:0005913	cell-cell adherens junction	309	3801	False	GO:0005912	adherens junction
GO:0005912	adherens junction	309	3802	True	GO:0005912	adherens junction
GO:0016323	basolateral plasma membrane	309	3641	False	GO:0005912	adherens junction
ENSG00000183386	FHL3 PPI subnetwork	309	5077	False	GO:0005912	adherens junction
ENSG00000087077	TRIP6 PPI subnetwork	309	5306	False	GO:0005912	adherens junction
ENSG00000144061	NPHP1 PPI subnetwork	309	6413	False	GO:0005912	adherens junction
ENSG00000038382	TRIO PPI subnetwork	309	7011	False	GO:0005912	adherens junction
GO:0005924	cell-substrate adherens junction	309	3862	False	GO:0005912	adherens junction
GO:0070161	anchoring junction	309	3524	False	GO:0005912	adherens junction
GO:0005741	mitochondrial outer membrane	310	3867	False	GO:0031968	organelle outer membrane
GO:0000299	integral to membrane of membrane fraction	310	3832	False	GO:0031968	organelle outer membrane
GO:0019867	outer membrane	310	3534	False	GO:0031968	organelle outer membrane
GO:0000266	mitochondrial fission	310	11084	False	GO:0031968	organelle outer membrane
GO:0031968	organelle outer membrane	310	3847	True	GO:0031968	organelle outer membrane
GO:0031965	nuclear membrane	311	3848	True	GO:0031965	nuclear membrane
GO:0005635	nuclear envelope	311	3603	False	GO:0031965	nuclear membrane
GO:0005640	nuclear outer membrane	311	3604	False	GO:0031965	nuclear membrane
GO:0005637	nuclear inner membrane	311	3602	False	GO:0031965	nuclear membrane
ENSG00000120498	TEX11 PPI subnetwork	312	8416	False	GO:0005930	axoneme
GO:0001539	ciliary or flagellar motility	312	10934	False	GO:0005930	axoneme
MP:0008545	absent sperm flagellum	312	2349	False	GO:0005930	axoneme
ENSG00000107854	TNKS2 PPI subnetwork	312	6498	False	GO:0005930	axoneme
GO:0044460	flagellum part	312	3917	False	GO:0005930	axoneme
GO:0005858	axonemal dynein complex	312	3622	False	GO:0005930	axoneme
GO:0035085	cilium axoneme	312	3838	False	GO:0005930	axoneme
GO:0005929	cilium	312	3855	False	GO:0005930	axoneme
GO:0005930	axoneme	312	3850	True	GO:0005930	axoneme
ENSG00000197275	RAD54B PPI subnetwork	312	9688	False	GO:0005930	axoneme
GO:0032838	cell projection cytoplasm	312	3868	False	GO:0005930	axoneme
GO:0044447	axoneme part	312	3965	False	GO:0005930	axoneme
GO:0009434	microtubule-based flagellum	312	3946	False	GO:0005930	axoneme
GO:0030286	dynein complex	312	3962	False	GO:0005930	axoneme
GO:0019861	flagellum	312	3533	False	GO:0005930	axoneme
GO:0044442	microtubule-based flagellum part	312	3960	False	GO:0005930	axoneme
GO:0004835	tubulin-tyrosine ligase activity	312	3468	False	GO:0005930	axoneme
GO:0031514	motile cilium	312	3950	False	GO:0005930	axoneme
MP:0009838	abnormal sperm axoneme morphology	312	1514	False	GO:0005930	axoneme
GO:0044441	cilium part	312	3935	False	GO:0005930	axoneme
GO:0032421	stereocilium bundle	313	3853	False	GO:0032420	stereocilium
GO:0032420	stereocilium	313	3852	True	GO:0032420	stereocilium
MP:0004521	abnormal cochlear hair cell stereociliary bundle morphology	313	944	False	GO:0032420	stereocilium
GO:0043235	receptor complex	314	3629	False	GO:0009897	external side of plasma membrane
MP:0008828	abnormal lymph node cell ratio	314	1168	False	GO:0009897	external side of plasma membrane
ENSG00000143119	CD53 PPI subnetwork	314	8141	False	GO:0009897	external side of plasma membrane
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	314	127	False	GO:0009897	external side of plasma membrane
MP:0001847	brain inflammation	314	1268	False	GO:0009897	external side of plasma membrane
MP:0003045	fibrosis	314	2376	False	GO:0009897	external side of plasma membrane
GO:0045121	membrane raft	314	3521	False	GO:0009897	external side of plasma membrane
GO:0015026	coreceptor activity	314	3223	False	GO:0009897	external side of plasma membrane
MP:0005671	abnormal response to transplant	314	2133	False	GO:0009897	external side of plasma membrane
GO:0009986	cell surface	314	3771	False	GO:0009897	external side of plasma membrane
GO:0009897	external side of plasma membrane	314	3864	True	GO:0009897	external side of plasma membrane
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	314	17	False	GO:0009897	external side of plasma membrane
MP:0006036	abnormal mitochondrial physiology	315	561	False	GO:0005740	mitochondrial envelope
GO:0005743	mitochondrial inner membrane	315	3865	False	GO:0005740	mitochondrial envelope
GO:0005740	mitochondrial envelope	315	3869	True	GO:0005740	mitochondrial envelope
GO:0031966	mitochondrial membrane	315	3849	False	GO:0005740	mitochondrial envelope
ENSG00000115361	ACADL PPI subnetwork	315	9732	False	GO:0005740	mitochondrial envelope
ENSG00000100726	TELO2 PPI subnetwork	315	6764	False	GO:0005740	mitochondrial envelope
GO:0005759	mitochondrial matrix	315	3844	False	GO:0005740	mitochondrial envelope
GO:0005758	mitochondrial intermembrane space	315	3842	False	GO:0005740	mitochondrial envelope
MP:0002954	abnormal aerobic energy metabolism	315	1023	False	GO:0005740	mitochondrial envelope
GO:0031970	organelle envelope lumen	315	3836	False	GO:0005740	mitochondrial envelope
MP:0006035	abnormal mitochondrial morphology	315	836	False	GO:0005740	mitochondrial envelope
ENSG00000089693	MLF2 PPI subnetwork	315	9709	False	GO:0005740	mitochondrial envelope
ENSG00000047621	C12orf4 PPI subnetwork	315	6940	False	GO:0005740	mitochondrial envelope
ENSG00000173171	MTX1 PPI subnetwork	315	7521	False	GO:0005740	mitochondrial envelope
GO:0006091	generation of precursor metabolites and energy	315	11841	False	GO:0005740	mitochondrial envelope
GO:0048038	quinone binding	315	3101	False	GO:0005740	mitochondrial envelope
GO:0019866	organelle inner membrane	315	3535	False	GO:0005740	mitochondrial envelope
ENSG00000128654	MTX2 PPI subnetwork	315	9556	False	GO:0005740	mitochondrial envelope
ENSG00000084092	NOA1 PPI subnetwork	315	9458	False	GO:0005740	mitochondrial envelope
ENSG00000075239	ACAT1 PPI subnetwork	315	10304	False	GO:0005740	mitochondrial envelope
GO:0032592	integral to mitochondrial membrane	315	3614	False	GO:0005740	mitochondrial envelope
ENSG00000213123	TCTEX1D2 PPI subnetwork	315	10232	False	GO:0005740	mitochondrial envelope
MP:0010956	abnormal mitochondrial ATP synthesis coupled electron transport	315	1503	False	GO:0005740	mitochondrial envelope
ENSG00000171759	PAH PPI subnetwork	315	7023	False	GO:0005740	mitochondrial envelope
GO:0051015	actin filament binding	316	2806	False	GO:0015629	actin cytoskeleton
ENSG00000176732	PFN4 PPI subnetwork	316	8154	False	GO:0015629	actin cytoskeleton
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION	316	96	False	GO:0015629	actin cytoskeleton
ENSG00000137474	MYO7A PPI subnetwork	316	5231	False	GO:0015629	actin cytoskeleton
ENSG00000168530	MYL1 PPI subnetwork	316	6351	False	GO:0015629	actin cytoskeleton
ENSG00000163554	SPTA1 PPI subnetwork	316	7893	False	GO:0015629	actin cytoskeleton
ENSG00000196154	S100A4 PPI subnetwork	316	8108	False	GO:0015629	actin cytoskeleton
GO:0030036	actin cytoskeleton organization	316	11684	False	GO:0015629	actin cytoskeleton
ENSG00000130176	CNN1 PPI subnetwork	316	9373	False	GO:0015629	actin cytoskeleton
GO:0030029	actin filament-based process	316	11720	False	GO:0015629	actin cytoskeleton
ENSG00000137076	TLN1 PPI subnetwork	316	5949	False	GO:0015629	actin cytoskeleton
GO:0031941	filamentous actin	316	3914	False	GO:0015629	actin cytoskeleton
ENSG00000130402	ACTN4 PPI subnetwork	316	8448	False	GO:0015629	actin cytoskeleton
ENSG00000160307	S100B PPI subnetwork	316	9024	False	GO:0015629	actin cytoskeleton
ENSG00000145555	MYO10 PPI subnetwork	316	5730	False	GO:0015629	actin cytoskeleton
GO:0015629	actin cytoskeleton	316	3870	True	GO:0015629	actin cytoskeleton
GO:0003779	actin binding	316	3416	False	GO:0015629	actin cytoskeleton
ENSG00000143632	ACTA1 PPI subnetwork	316	7901	False	GO:0015629	actin cytoskeleton
GO:0048306	calcium-dependent protein binding	316	2763	False	GO:0015629	actin cytoskeleton
ENSG00000169180	XPO6 PPI subnetwork	316	10219	False	GO:0015629	actin cytoskeleton
ENSG00000072110	ACTN1 PPI subnetwork	316	8639	False	GO:0015629	actin cytoskeleton
GO:0005884	actin filament	316	3638	False	GO:0015629	actin cytoskeleton
ENSG00000107554	DNMBP PPI subnetwork	316	6998	False	GO:0015629	actin cytoskeleton
GO:0005795	Golgi stack	317	3793	False	GO:0031985	Golgi cisterna
GO:0032580	Golgi cisterna membrane	317	3607	False	GO:0031985	Golgi cisterna
GO:0000139	Golgi membrane	317	3963	False	GO:0031985	Golgi cisterna
GO:0031984	organelle subcompartment	317	3879	False	GO:0031985	Golgi cisterna
GO:0031985	Golgi cisterna	317	3876	True	GO:0031985	Golgi cisterna
ENSG00000173801	JUP PPI subnetwork	318	7538	False	GO:0030057	desmosome
ENSG00000096696	DSP PPI subnetwork	318	10496	False	GO:0030057	desmosome
GO:0007398	ectoderm development	318	12303	False	GO:0030057	desmosome
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION__PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION__PROTEINS	318	4518	False	GO:0030057	desmosome
MP:0001211	wrinkled skin	318	1767	False	GO:0030057	desmosome
GO:0030057	desmosome	318	3886	True	GO:0030057	desmosome
ENSG00000118898	PPL PPI subnetwork	318	8577	False	GO:0030057	desmosome
ENSG00000144283	PKP4 PPI subnetwork	318	9583	False	GO:0030057	desmosome
ENSG00000057294	PKP2 PPI subnetwork	318	6765	False	GO:0030057	desmosome
GO:0045295	gamma-catenin binding	318	3484	False	GO:0030057	desmosome
GO:0044427	chromosomal part	319	3895	True	GO:0044427	chromosomal part
ENSG00000100479	POLE2 PPI subnetwork	319	4726	False	GO:0044427	chromosomal part
MP:0000352	decreased cell proliferation	319	1638	False	GO:0044427	chromosomal part
ENSG00000094916	CBX5 PPI subnetwork	319	7485	False	GO:0044427	chromosomal part
ENSG00000177084	POLE PPI subnetwork	319	6054	False	GO:0044427	chromosomal part
GO:0000794	condensed nuclear chromosome	319	3509	False	GO:0044427	chromosomal part
ENSG00000012048	BRCA1 PPI subnetwork	319	8112	False	GO:0044427	chromosomal part
REACTOME_CHROMOSOME_MAINTENANCE	REACTOME_CHROMOSOME_MAINTENANCE	319	4429	False	GO:0044427	chromosomal part
ENSG00000167670	CHAF1A PPI subnetwork	319	6055	False	GO:0044427	chromosomal part
ENSG00000138376	BARD1 PPI subnetwork	319	8744	False	GO:0044427	chromosomal part
ENSG00000067369	TP53BP1 PPI subnetwork	319	9929	False	GO:0044427	chromosomal part
ENSG00000172732	MUS81 PPI subnetwork	319	5010	False	GO:0044427	chromosomal part
ENSG00000131747	TOP2A PPI subnetwork	319	10319	False	GO:0044427	chromosomal part
GO:0044454	nuclear chromosome part	319	3921	False	GO:0044427	chromosomal part
ENSG00000141510	TP53 PPI subnetwork	319	5455	False	GO:0044427	chromosomal part
ENSG00000183765	CHEK2 PPI subnetwork	319	7761	False	GO:0044427	chromosomal part
MP:0001694	failure to form egg cylinders	319	2452	False	GO:0044427	chromosomal part
GO:0000785	chromatin	319	3565	False	GO:0044427	chromosomal part
GO:0000228	nuclear chromosome	319	3774	False	GO:0044427	chromosomal part
ENSG00000087586	AURKA PPI subnetwork	319	6152	False	GO:0044427	chromosomal part
ENSG00000153807	ENSG00000153807 PPI subnetwork	319	6597	False	GO:0044427	chromosomal part
ENSG00000116830	TTF2 PPI subnetwork	319	9526	False	GO:0044427	chromosomal part
ENSG00000057468	MSH4 PPI subnetwork	319	7091	False	GO:0044427	chromosomal part
ENSG00000105011	ASF1B PPI subnetwork	319	9800	False	GO:0044427	chromosomal part
ENSG00000168148	HIST3H3 PPI subnetwork	319	4872	False	GO:0044427	chromosomal part
REACTOME_MEIOTIC_RECOMBINATION	REACTOME_MEIOTIC_RECOMBINATION	319	4098	False	GO:0044427	chromosomal part
MP:0003702	abnormal chromosome morphology	319	2135	False	GO:0044427	chromosomal part
